x, y, width, height, transcription
157, 20, 93, 15, OBSERVAÇÕES
149, 41, 16, 13, S;
147, 62, 17, 13, B;
147, 83, 20, 13, A;
299, 290, 166, 10, ASSINATURA DO PORTADOR
160, 336, 44, 12, LOCAL
148, 358, 87, 10, ITATIM-BA
629, 332, 93, 12, DATA EMISSÃO
639, 350, 109, 13, BÁLSAMO-SP
634, 402, 108, 11, 85082143160
632, 423, 119, 13, BA948381357
305, 430, 155, 10, ASSINATURA DO EMISSOR
444, 406, 139, 8, GNIDARCHICHI FUGISAW
[246, 246, 711, 709], [460, 490, 489, 454], -1, -1, DETRAN - MG (MINAS GERAIS)
79, 337, 23, 182, 535867151
19, 316, 19, 203, PROIBIDO PLASTIFICAR
