x, y, width, height, transcription
148, 129, 48, 14, NOME
138, 146, 251, 11, BOLZANI ANGHINONI ELTON
439, 178, 234, 12, DOC. IDENTIDADE/ÓRG EMISSOR UF
429, 196, 85, 11, 296989411
618, 196, 28, 10, SNJ
742, 194, 24, 12, GO
438, 234, 30, 13, CPF
425, 251, 149, 12, 474.458.483-71
654, 232, 121, 14, DATA NASCIMENTO
640, 250, 106, 13, 15/05/1967
442, 283, 63, 17, FILIAÇÃO
428, 305, 241, 11, YOSHIDA THIELLY PIERRO
429, 351, 208, 12, REATO LEPINE KNUDSE
428, 374, 83, 12, DA MATA
432, 424, 74, 18, PERMISSÃO
624, 426, 30, 14, ACC
714, 424, 61, 17, CAT. HAB.
728, 447, 12, 13, C
74, 334, 23, 184, 752999538
38, 312, 18, 222, O TERRITÓRIO NACIONAL
14, 347, 21, 153, VÁLIDA EM TODO
138, 489, 85, 14, Nº REGISTRO
173, 508, 128, 14, 33407763599
409, 488, 66, 16, VALIDADE
419, 506, 105, 16, 31/05/1983
591, 487, 104, 16, 1ª HABILITAÇÃO
608, 507, 125, 17, 19/02/1979
138, 565, 98, 17, OBSERVAÇÕES
284, 849, 172, 15, ASSINATURA DO PORTADOR
138, 881, 46, 16, LOCAL
122, 902, 143, 12, CANELINHA-SC
6, 870, 22, 210, PROIBIDO PLASTIFICAR
63, 880, 23, 192, 390333790
609, 878, 92, 17, DATA EMISSÃO
613, 899, 96, 15, 21/03/1984
289, 990, 160, 11, ASSINATURA DO EMISSOR
613, 951, 126, 14, 76518115721
611, 970, 95, 14, PB291192251
423, 952, 133, 14, LINDENMEYER LOU
[233, 233, 694, 697], [1019, 1051, 1050, 1019], -1, -1, DETRAN - MG (MINAS GERAIS)
[157, 156, 794, 792], [19, 44, 45, 23], -1, -1, REPÚBLICA FEDERATIVA DO BRASIL
[297, 298, 653, 653], [46, 66, 68, 49], -1, -1, MINISTÉRIO DAS CIDADES
[196, 199, 746, 746], [92, 115, 115, 91], -1, -1, CARTEIRA NACIONAL DE HABILITAÇÃO
194, 67, 556, 21, DEPARTAMENTO NACIONAL DE TRÂNSITO
