x, y, width, height, transcription
[142, 142, 708, 708], [14, 38, 35, 14], -1, -1, REPÚBLICA FEDERATIVA DO BRASIL
[279, 280, 629, 629], [42, 60, 57, 36], -1, -1, MINISTÉRIO DAS CIDADES
[180, 180, 731, 731], [64, 81, 78, 56], -1, -1, DEPARTAMENTO NACIONAL DE TRÂNSITO
[182, 183, 722, 722], [86, 105, 103, 81], -1, -1, CARTEIRA NACIONAL DE HABILITAÇÃO
141, 122, 45, 13, NOME
132, 129, 178, 22, BINI SPADOTO TELMA
432, 169, 230, 14, DOC. IDENTIDADE/ÓRG EMISSOR UF
426, 187, 85, 11, 342237482
611, 187, 27, 10, SJS
731, 187, 20, 10, GO
431, 225, 29, 14, CPF
420, 241, 149, 13, 111.060.240-52
645, 223, 119, 13, DATA NASCIMENTO
634, 240, 96, 13, 14/08/1977
436, 275, 60, 17, FILIAÇÃO
425, 295, 219, 10, APUA SANTINELLI RUBANO
425, 321, 52, 9, DUARTE
427, 341, 256, 10, DERIGGI FAZENDEIRO GERALDI
430, 416, 73, 13, PERMISSÃO
622, 415, 32, 14, ACC
711, 413, 58, 16, CAT. HAB.
726, 434, 8, 10, E
139, 479, 84, 15, Nº REGISTRO
173, 497, 116, 12, 92536413061
411, 480, 62, 15, VALIDADE
415, 495, 105, 15, 27/02/1971
592, 476, 100, 17, 1ª HABILITAÇÃO
607, 490, 107, 20, 14/02/1973
68, 336, 24, 193, 315694779
28, 306, 21, 214, O TERRITÓRIO NACIONAL
11, 342, 17, 148, VÁLIDA EM TODO
142, 555, 95, 19, OBSERVAÇÕES
294, 831, 167, 16, ASSINATURA DO PORTADOR
74, 871, 32, 201, 867946670
20, 859, 19, 205, PROIBIDO PLASTIFICAR
151, 867, 45, 15, LOCAL
131, 889, 101, 13, ITUAÇU-BA
619, 864, 92, 16, DATA EMISSÃO
626, 883, 117, 16, 09/05/2007
393, 928, 149, 10, MAICO SEYEY PES
623, 934, 118, 13, 55915257670
621, 957, 130, 13, GO955536202
300, 974, 158, 13, ASSINATURA DO EMISSOR
243, 1001, 461, 30, ASSINATURA DO EMISSOR
