x, y, width, height, transcription
490, 269, 21, 379, MINISTÉRIO DAS CIDADES
420, 131, 14, 49, NOME
406, 126, 12, 262, ARARIPE SCIESSERE ELSTON
373, 428, 15, 239, DOC. IDENTIDADE/ÓRG EMISSOR UF
354, 420, 13, 96, 835323420
357, 612, 11, 30, SJS
359, 732, 11, 19, PR
314, 426, 22, 35, CPF
321, 644, 16, 129, DATA NASCIMENTO
302, 635, 14, 106, 26/07/1955
299, 419, 17, 192, 553.563.958-33
265, 434, 17, 65, FILIAÇÃO
248, 423, 12, 251, FOELKEL CAVASSA MASAGAO
202, 421, 13, 234, CARNAVAL CREDO UNG
179, 421, 11, 77, CARDOSO
124, 426, 15, 80, PERMISSÃO
126, 619, 13, 35, ACC
127, 713, 14, 57, CAT. HAB.
110, 727, 10, 18, AB
62, 593, 18, 103, 1ª HABILITAÇÃO
46, 606, 15, 116, 30/07/2006
61, 406, 16, 67, VALIDADE
44, 408, 15, 108, 03/02/1960
58, 133, 15, 84, Nº REGISTRO
42, 164, 13, 129, 56279027690
32, 55, 190, 24, 141830171
50, 5, 165, 25, VÁLIDA EM TODO
21, 26, 231, 25, O TERRITÓRIO NACIONAL
[533, 542, 514, 508], [141, 784, 785, 139], -1, -1, REPÚBLICA FEDERATIVA DO BRASIL
[486, 492, 470, 465], [178, 741, 741, 179], -1, -1, DEPARTAMENTO NACIONAL DE TRÂNSITO
[461, 468, 451, 442], [180, 737, 737, 178], -1, -1, CARTEIRA NACIONAL DE HABILITAÇÃO
