x, y, width, height, transcription
20, 40, 25, 539, REPÚBLICA FEDERATIVA DO BRASIL
47, 156, 15, 304, MINISTÉRIO DAS CIDADES
64, 73, 19, 467, DEPARTAMENTO NACIONAL DE TRÂNSITO
83, 75, 19, 462, CARTEIRA NACIONAL DE HABILITAÇÃO
117, 525, 19, 39, NOME
140, 338, 11, 229, CORNEAU BICCIATTO PAOLA
165, 113, 19, 211, DOC. IDENTIDADE/ÓRG EMISSOR/UF
192, 185, 11, 141, 822780409 SDS SP
215, 297, 16, 23, CPF
239, 204, 11, 123, 472.461.683-03
216, 53, 16, 105, DATA NASCIMENTO
239, 78, 11, 79, 04/02/1950
262, 270, 15, 53, FILIAÇÃO
288, 179, 10, 147, FOWLER NOEREMBE
314, 286, 9, 43, JESUS
338, 105, 9, 222, FRANCINE ALEYLOVE VESCOVI
362, 276, 9, 42, SILVA
387, 254, 13, 68, PERMISSÃO
389, 142, 13, 24, ACC
389, 49, 17, 53, CAT. HAB.
412, 80, 9, 8, A
443, 103, 15, 93, 1ª HABILITAÇÃO
461, 85, 14, 107, 11/08/2007
444, 288, 13, 56, VALIDADE
459, 246, 17, 105, 12/11/1964
441, 490, 15, 74, Nº REGISTRO
459, 474, 11, 96, 08728335117
[441, 307, 308, 387, 442], [689, 680, 666, 667, 670], -1, -1, VÁLIDA EM TODO
[471, 357, 275, 277, 376, 473], [671, 666, 664, 646, 648, 654], -1, -1, O TERRITÓRIO NACIONAL
320, 627, 147, 24, 6882737
